phase,topology,attacker_name,status,attacker_model,defender_model,csv_log,total_timesteps,duration_sec,error
defender_matrix,flat,chain,success,,experiments/20260820_005936/defenders/flat/vs_chain/seed4/ppo_defender_CyberBattleFlat_thesis_v0_20260820_153628_822097.zip,experiments/20260820_005936/defenders/flat/vs_chain/seed4/training_log_CyberBattleFlat_thesis_v0_20260820_153628_822097.csv,500000,,
defender_matrix,flat,flat,success,,experiments/20260820_005936/defenders/flat/vs_flat/seed0/ppo_defender_CyberBattleFlat_thesis_v0_20260820_120852_160112.zip,experiments/20260820_005936/defenders/flat/vs_flat/seed0/training_log_CyberBattleFlat_thesis_v0_20260820_120852_160112.csv,500000,,
defender_matrix,flat,flat,success,,experiments/20260820_005936/defenders/flat/vs_flat/seed1/ppo_defender_CyberBattleFlat_thesis_v0_20260820_120852_179152.zip,experiments/20260820_005936/defenders/flat/vs_flat/seed1/training_log_CyberBattleFlat_thesis_v0_20260820_120852_179152.csv,500000,,
defender_matrix,flat,flat,success,,experiments/20260820_005936/defenders/flat/vs_flat/seed2/ppo_defender_CyberBattleFlat_thesis_v0_20260820_120852_332715.zip,experiments/20260820_005936/defenders/flat/vs_flat/seed2/training_log_CyberBattleFlat_thesis_v0_20260820_120852_332715.csv,500000,,
defender_matrix,flat,flat,success,,experiments/20260820_005936/defenders/flat/vs_flat/seed3/ppo_defender_CyberBattleFlat_thesis_v0_20260820_153628_877440.zip,experiments/20260820_005936/defenders/flat/vs_flat/seed3/training_log_CyberBattleFlat_thesis_v0_20260820_153628_877440.csv,500000,,
defender_matrix,flat,flat,success,,experiments/20260820_005936/defenders/flat/vs_flat/seed4/ppo_defender_CyberBattleFlat_thesis_v0_20260820_153628_909960.zip,experiments/20260820_005936/defenders/flat/vs_flat/seed4/training_log_CyberBattleFlat_thesis_v0_20260820_153628_909960.csv,500000,,
defender_matrix,flat,hub_and_spoke,success,,experiments/20260820_005936/defenders/flat/vs_hub_and_spoke/seed0/ppo_defender_CyberBattleFlat_thesis_v0_20260820_125426_982467.zip,experiments/20260820_005936/defenders/flat/vs_hub_and_spoke/seed0/training_log_CyberBattleFlat_thesis_v0_20260820_125426_982467.csv,500000,,
defender_matrix,flat,hub_and_spoke,success,,experiments/20260820_005936/defenders/flat/vs_hub_and_spoke/seed1/ppo_defender_CyberBattleFlat_thesis_v0_20260820_125439_762722.zip,experiments/20260820_005936/defenders/flat/vs_hub_and_spoke/seed1/training_log_CyberBattleFlat_thesis_v0_20260820_125439_762722.csv,500000,,
defender_matrix,flat,hub_and_spoke,success,,experiments/20260820_005936/defenders/flat/vs_hub_and_spoke/seed2/ppo_defender_CyberBattleFlat_thesis_v0_20260820_125442_498413.zip,experiments/20260820_005936/defenders/flat/vs_hub_and_spoke/seed2/training_log_CyberBattleFlat_thesis_v0_20260820_125442_498413.csv,500000,,
defender_matrix,flat,hub_and_spoke,success,,experiments/20260820_005936/defenders/flat/vs_hub_and_spoke/seed3/ppo_defender_CyberBattleFlat_thesis_v0_20260820_153628_911481.zip,experiments/20260820_005936/defenders/flat/vs_hub_and_spoke/seed3/training_log_CyberBattleFlat_thesis_v0_20260820_153628_911481.csv,500000,,
defender_matrix,flat,hub_and_spoke,success,,experiments/20260820_005936/defenders/flat/vs_hub_and_spoke/seed4/ppo_defender_CyberBattleFlat_thesis_v0_20260820_153628_949619.zip,experiments/20260820_005936/defenders/flat/vs_hub_and_spoke/seed4/training_log_CyberBattleFlat_thesis_v0_20260820_153628_949619.csv,500000,,
defender_matrix,flat,dmz,success,,experiments/20260820_005936/defenders/flat/vs_dmz/seed0/ppo_defender_CyberBattleFlat_thesis_v0_20260820_125542_170780.zip,experiments/20260820_005936/defenders/flat/vs_dmz/seed0/training_log_CyberBattleFlat_thesis_v0_20260820_125542_170780.csv,500000,,
defender_matrix,flat,dmz,success,,experiments/20260820_005936/defenders/flat/vs_dmz/seed1/ppo_defender_CyberBattleFlat_thesis_v0_20260820_125713_416839.zip,experiments/20260820_005936/defenders/flat/vs_dmz/seed1/training_log_CyberBattleFlat_thesis_v0_20260820_125713_416839.csv,500000,,
defender_matrix,flat,dmz,success,,experiments/20260820_005936/defenders/flat/vs_dmz/seed2/ppo_defender_CyberBattleFlat_thesis_v0_20260820_125718_385044.zip,experiments/20260820_005936/defenders/flat/vs_dmz/seed2/training_log_CyberBattleFlat_thesis_v0_20260820_125718_385044.csv,500000,,
defender_matrix,flat,dmz,success,,experiments/20260820_005936/defenders/flat/vs_dmz/seed3/ppo_defender_CyberBattleFlat_thesis_v0_20260820_153629_087273.zip,experiments/20260820_005936/defenders/flat/vs_dmz/seed3/training_log_CyberBattleFlat_thesis_v0_20260820_153629_087273.csv,500000,,
defender_matrix,flat,dmz,success,,experiments/20260820_005936/defenders/flat/vs_dmz/seed4/ppo_defender_CyberBattleFlat_thesis_v0_20260820_164422_454240.zip,experiments/20260820_005936/defenders/flat/vs_dmz/seed4/training_log_CyberBattleFlat_thesis_v0_20260820_164422_454240.csv,500000,,
defender_matrix,flat,micro_segmented,success,,experiments/20260820_005936/defenders/flat/vs_micro_segmented/seed0/ppo_defender_CyberBattleFlat_thesis_v0_20260820_133717_130746.zip,experiments/20260820_005936/defenders/flat/vs_micro_segmented/seed0/training_log_CyberBattleFlat_thesis_v0_20260820_133717_130746.csv,500000,,
defender_matrix,flat,micro_segmented,success,,experiments/20260820_005936/defenders/flat/vs_micro_segmented/seed1/ppo_defender_CyberBattleFlat_thesis_v0_20260820_133741_735101.zip,experiments/20260820_005936/defenders/flat/vs_micro_segmented/seed1/training_log_CyberBattleFlat_thesis_v0_20260820_133741_735101.csv,500000,,
defender_matrix,flat,micro_segmented,success,,experiments/20260820_005936/defenders/flat/vs_micro_segmented/seed2/ppo_defender_CyberBattleFlat_thesis_v0_20260820_133754_057218.zip,experiments/20260820_005936/defenders/flat/vs_micro_segmented/seed2/training_log_CyberBattleFlat_thesis_v0_20260820_133754_057218.csv,500000,,
defender_matrix,flat,micro_segmented,success,,experiments/20260820_005936/defenders/flat/vs_micro_segmented/seed3/ppo_defender_CyberBattleFlat_thesis_v0_20260820_164429_979532.zip,experiments/20260820_005936/defenders/flat/vs_micro_segmented/seed3/training_log_CyberBattleFlat_thesis_v0_20260820_164429_979532.csv,500000,,
defender_matrix,flat,micro_segmented,success,,experiments/20260820_005936/defenders/flat/vs_micro_segmented/seed4/ppo_defender_CyberBattleFlat_thesis_v0_20260820_164436_130031.zip,experiments/20260820_005936/defenders/flat/vs_micro_segmented/seed4/training_log_CyberBattleFlat_thesis_v0_20260820_164436_130031.csv,500000,,
defender_matrix,flat,super,success,,experiments/20260820_005936/defenders/flat/vs_super/seed0/ppo_defender_CyberBattleFlat_thesis_v0_20260820_133822_991743.zip,experiments/20260820_005936/defenders/flat/vs_super/seed0/training_log_CyberBattleFlat_thesis_v0_20260820_133822_991743.csv,500000,,
defender_matrix,flat,super,success,,experiments/20260820_005936/defenders/flat/vs_super/seed1/ppo_defender_CyberBattleFlat_thesis_v0_20260820_134009_342380.zip,experiments/20260820_005936/defenders/flat/vs_super/seed1/training_log_CyberBattleFlat_thesis_v0_20260820_134009_342380.csv,500000,,
defender_matrix,flat,super,success,,experiments/20260820_005936/defenders/flat/vs_super/seed2/ppo_defender_CyberBattleFlat_thesis_v0_20260820_134035_242942.zip,experiments/20260820_005936/defenders/flat/vs_super/seed2/training_log_CyberBattleFlat_thesis_v0_20260820_134035_242942.csv,500000,,
defender_matrix,flat,super,success,,experiments/20260820_005936/defenders/flat/vs_super/seed3/ppo_defender_CyberBattleFlat_thesis_v0_20260820_164441_944240.zip,experiments/20260820_005936/defenders/flat/vs_super/seed3/training_log_CyberBattleFlat_thesis_v0_20260820_164441_944240.csv,500000,,
defender_matrix,flat,super,success,,experiments/20260820_005936/defenders/flat/vs_super/seed4/ppo_defender_CyberBattleFlat_thesis_v0_20260820_164447_860665.zip,experiments/20260820_005936/defenders/flat/vs_super/seed4/training_log_CyberBattleFlat_thesis_v0_20260820_164447_860665.csv,500000,,
defender_matrix,hub_and_spoke,chain,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_chain/seed0/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_142018_697401.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_chain/seed0/training_log_CyberBattleHubSpoke_thesis_v0_20260820_142018_697401.csv,500000,,
defender_matrix,hub_and_spoke,chain,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_chain/seed1/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_142020_827359.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_chain/seed1/training_log_CyberBattleHubSpoke_thesis_v0_20260820_142020_827359.csv,500000,,
defender_matrix,hub_and_spoke,chain,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_chain/seed2/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_142049_360340.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_chain/seed2/training_log_CyberBattleHubSpoke_thesis_v0_20260820_142049_360340.csv,500000,,
defender_matrix,hub_and_spoke,chain,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_chain/seed3/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_164645_514186.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_chain/seed3/training_log_CyberBattleHubSpoke_thesis_v0_20260820_164645_514186.csv,500000,,
defender_matrix,hub_and_spoke,chain,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_chain/seed4/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_164733_266525.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_chain/seed4/training_log_CyberBattleHubSpoke_thesis_v0_20260820_164733_266525.csv,500000,,
defender_matrix,hub_and_spoke,flat,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_flat/seed0/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_142130_682765.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_flat/seed0/training_log_CyberBattleHubSpoke_thesis_v0_20260820_142130_682765.csv,500000,,
defender_matrix,hub_and_spoke,flat,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_flat/seed1/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_142400_686630.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_flat/seed1/training_log_CyberBattleHubSpoke_thesis_v0_20260820_142400_686630.csv,500000,,
defender_matrix,hub_and_spoke,flat,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_flat/seed2/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_142431_539772.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_flat/seed2/training_log_CyberBattleHubSpoke_thesis_v0_20260820_142431_539772.csv,500000,,
defender_matrix,hub_and_spoke,flat,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_flat/seed3/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_175127_121490.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_flat/seed3/training_log_CyberBattleHubSpoke_thesis_v0_20260820_175127_121490.csv,500000,,
defender_matrix,hub_and_spoke,flat,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_flat/seed4/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_175204_272085.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_flat/seed4/training_log_CyberBattleHubSpoke_thesis_v0_20260820_175204_272085.csv,500000,,
defender_matrix,hub_and_spoke,hub_and_spoke,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_hub_and_spoke/seed0/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_150319_194386.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_hub_and_spoke/seed0/training_log_CyberBattleHubSpoke_thesis_v0_20260820_150319_194386.csv,500000,,
defender_matrix,hub_and_spoke,hub_and_spoke,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_hub_and_spoke/seed1/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_150351_799326.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_hub_and_spoke/seed1/training_log_CyberBattleHubSpoke_thesis_v0_20260820_150351_799326.csv,500000,,
defender_matrix,hub_and_spoke,hub_and_spoke,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_hub_and_spoke/seed2/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_150355_373337.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_hub_and_spoke/seed2/training_log_CyberBattleHubSpoke_thesis_v0_20260820_150355_373337.csv,500000,,
defender_matrix,hub_and_spoke,hub_and_spoke,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_hub_and_spoke/seed3/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_175213_868677.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_hub_and_spoke/seed3/training_log_CyberBattleHubSpoke_thesis_v0_20260820_175213_868677.csv,500000,,
defender_matrix,hub_and_spoke,hub_and_spoke,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_hub_and_spoke/seed4/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_175247_902916.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_hub_and_spoke/seed4/training_log_CyberBattleHubSpoke_thesis_v0_20260820_175247_902916.csv,500000,,
defender_matrix,hub_and_spoke,dmz,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_dmz/seed0/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_150419_227284.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_dmz/seed0/training_log_CyberBattleHubSpoke_thesis_v0_20260820_150419_227284.csv,500000,,
defender_matrix,hub_and_spoke,dmz,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_dmz/seed1/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_150720_532933.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_dmz/seed1/training_log_CyberBattleHubSpoke_thesis_v0_20260820_150720_532933.csv,500000,,
defender_matrix,hub_and_spoke,dmz,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_dmz/seed2/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_150735_458201.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_dmz/seed2/training_log_CyberBattleHubSpoke_thesis_v0_20260820_150735_458201.csv,500000,,
defender_matrix,hub_and_spoke,dmz,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_dmz/seed3/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_175305_578167.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_dmz/seed3/training_log_CyberBattleHubSpoke_thesis_v0_20260820_175305_578167.csv,500000,,
defender_matrix,hub_and_spoke,dmz,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_dmz/seed4/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_175316_082236.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_dmz/seed4/training_log_CyberBattleHubSpoke_thesis_v0_20260820_175316_082236.csv,500000,,
defender_matrix,hub_and_spoke,micro_segmented,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_micro_segmented/seed0/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_154637_368619.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_micro_segmented/seed0/training_log_CyberBattleHubSpoke_thesis_v0_20260820_154637_368619.csv,500000,,
defender_matrix,hub_and_spoke,micro_segmented,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_micro_segmented/seed1/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_154646_909688.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_micro_segmented/seed1/training_log_CyberBattleHubSpoke_thesis_v0_20260820_154646_909688.csv,500000,,
defender_matrix,hub_and_spoke,micro_segmented,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_micro_segmented/seed2/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_154723_913807.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_micro_segmented/seed2/training_log_CyberBattleHubSpoke_thesis_v0_20260820_154723_913807.csv,500000,,
defender_matrix,hub_and_spoke,micro_segmented,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_micro_segmented/seed3/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_175433_653134.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_micro_segmented/seed3/training_log_CyberBattleHubSpoke_thesis_v0_20260820_175433_653134.csv,500000,,
defender_matrix,hub_and_spoke,micro_segmented,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_micro_segmented/seed4/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_185751_955144.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_micro_segmented/seed4/training_log_CyberBattleHubSpoke_thesis_v0_20260820_185751_955144.csv,500000,,
defender_matrix,hub_and_spoke,super,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_super/seed0/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_154753_956289.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_super/seed0/training_log_CyberBattleHubSpoke_thesis_v0_20260820_154753_956289.csv,500000,,
defender_matrix,hub_and_spoke,super,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_super/seed1/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_155111_828214.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_super/seed1/training_log_CyberBattleHubSpoke_thesis_v0_20260820_155111_828214.csv,500000,,
defender_matrix,hub_and_spoke,super,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_super/seed2/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_155158_439473.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_super/seed2/training_log_CyberBattleHubSpoke_thesis_v0_20260820_155158_439473.csv,500000,,
defender_matrix,hub_and_spoke,super,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_super/seed3/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_185911_229866.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_super/seed3/training_log_CyberBattleHubSpoke_thesis_v0_20260820_185911_229866.csv,500000,,
defender_matrix,hub_and_spoke,super,success,,experiments/20260820_005936/defenders/hub_and_spoke/vs_super/seed4/ppo_defender_CyberBattleHubSpoke_thesis_v0_20260820_185935_656168.zip,experiments/20260820_005936/defenders/hub_and_spoke/vs_super/seed4/training_log_CyberBattleHubSpoke_thesis_v0_20260820_185935_656168.csv,500000,,
defender_matrix,dmz,chain,success,,experiments/20260820_005936/defenders/dmz/vs_chain/seed0/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_163731_517818.zip,experiments/20260820_005936/defenders/dmz/vs_chain/seed0/training_log_CyberBattleDMZ_thesis_v0_20260820_163731_517818.csv,500000,,
defender_matrix,dmz,chain,success,,experiments/20260820_005936/defenders/dmz/vs_chain/seed1/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_163801_103396.zip,experiments/20260820_005936/defenders/dmz/vs_chain/seed1/training_log_CyberBattleDMZ_thesis_v0_20260820_163801_103396.csv,500000,,
defender_matrix,dmz,chain,success,,experiments/20260820_005936/defenders/dmz/vs_chain/seed2/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_163930_131287.zip,experiments/20260820_005936/defenders/dmz/vs_chain/seed2/training_log_CyberBattleDMZ_thesis_v0_20260820_163930_131287.csv,500000,,
defender_matrix,dmz,chain,success,,experiments/20260820_005936/defenders/dmz/vs_chain/seed3/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_185955_356466.zip,experiments/20260820_005936/defenders/dmz/vs_chain/seed3/training_log_CyberBattleDMZ_thesis_v0_20260820_185955_356466.csv,500000,,
defender_matrix,dmz,chain,success,,experiments/20260820_005936/defenders/dmz/vs_chain/seed4/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_190017_649147.zip,experiments/20260820_005936/defenders/dmz/vs_chain/seed4/training_log_CyberBattleDMZ_thesis_v0_20260820_190017_649147.csv,500000,,
defender_matrix,dmz,flat,success,,experiments/20260820_005936/defenders/dmz/vs_flat/seed0/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_164033_790619.zip,experiments/20260820_005936/defenders/dmz/vs_flat/seed0/training_log_CyberBattleDMZ_thesis_v0_20260820_164033_790619.csv,500000,,
defender_matrix,dmz,flat,success,,experiments/20260820_005936/defenders/dmz/vs_flat/seed1/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_164351_909958.zip,experiments/20260820_005936/defenders/dmz/vs_flat/seed1/training_log_CyberBattleDMZ_thesis_v0_20260820_164351_909958.csv,500000,,
defender_matrix,dmz,flat,success,,experiments/20260820_005936/defenders/dmz/vs_flat/seed2/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_164352_589501.zip,experiments/20260820_005936/defenders/dmz/vs_flat/seed2/training_log_CyberBattleDMZ_thesis_v0_20260820_164352_589501.csv,500000,,
defender_matrix,dmz,flat,success,,experiments/20260820_005936/defenders/dmz/vs_flat/seed3/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_190026_307662.zip,experiments/20260820_005936/defenders/dmz/vs_flat/seed3/training_log_CyberBattleDMZ_thesis_v0_20260820_190026_307662.csv,500000,,
defender_matrix,dmz,flat,success,,experiments/20260820_005936/defenders/dmz/vs_flat/seed4/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_190145_771614.zip,experiments/20260820_005936/defenders/dmz/vs_flat/seed4/training_log_CyberBattleDMZ_thesis_v0_20260820_190145_771614.csv,500000,,
defender_matrix,dmz,hub_and_spoke,success,,experiments/20260820_005936/defenders/dmz/vs_hub_and_spoke/seed0/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_172444_483185.zip,experiments/20260820_005936/defenders/dmz/vs_hub_and_spoke/seed0/training_log_CyberBattleDMZ_thesis_v0_20260820_172444_483185.csv,500000,,
defender_matrix,dmz,hub_and_spoke,success,,experiments/20260820_005936/defenders/dmz/vs_hub_and_spoke/seed1/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_172457_693961.zip,experiments/20260820_005936/defenders/dmz/vs_hub_and_spoke/seed1/training_log_CyberBattleDMZ_thesis_v0_20260820_172457_693961.csv,500000,,
defender_matrix,dmz,hub_and_spoke,success,,experiments/20260820_005936/defenders/dmz/vs_hub_and_spoke/seed2/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_172600_980094.zip,experiments/20260820_005936/defenders/dmz/vs_hub_and_spoke/seed2/training_log_CyberBattleDMZ_thesis_v0_20260820_172600_980094.csv,500000,,
